_RAJ2000,_DEJ2000,_V,RAJ2000,DEJ2000,2MASS,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,Qflg,Rflg,Bflg,Cflg,Xflg,Aflg
53.24432,31.464748,VizieR,53.24432,31.464748,03325863+3127530,14.621,0.032,13.794,0.032,13.553,0.03,AAA,222,111,000,0,0
53.239797,31.455513,VizieR,53.239797,31.455513,03325755+3127198,16.885,0.187,16.248,0.219,15.758,0.193,CDC,222,111,000,0,0
53.22259,31.474533,VizieR,53.22259,31.474533,03325342+3128283,16.768,0.162,16.114,0.21,15.75,0.178,CCC,222,111,000,0,0
53.240043,31.459578,VizieR,53.240043,31.459578,03325761+3127344,15.327,0.047,14.696,0.062,14.356,0.065,AAA,222,111,000,0,0
53.186089,31.465349,VizieR,53.186089,31.465349,03324466+3127552,16.667,0.15,15.964,,15.182,,BUU,266,200,c00,0,0
53.192777,31.4692,VizieR,53.192777,31.4692,03324626+3128091,15.987,0.081,15.289,0.102,15.039,0.101,AAA,222,111,000,0,0
53.197287,31.474735,VizieR,53.197287,31.474735,03324734+3128290,17.246,0.229,16.112,0.199,15.671,0.173,DCC,222,111,000,0,0
53.204518,31.474836,VizieR,53.204518,31.474836,03324908+3128294,16.629,0.134,16.062,0.197,15.515,0.153,BCC,222,111,000,0,0
53.209294,31.482601,VizieR,53.209294,31.482601,03325023+3128573,15.356,0.052,14.806,0.069,14.487,0.072,AAA,222,111,000,0,0
53.231223,31.48914,VizieR,53.231223,31.48914,03325549+3129209,16.308,0.105,15.421,0.106,14.946,0.099,ABA,222,111,000,0,0
53.21029,31.485626,VizieR,53.21029,31.485626,03325046+3129082,14.414,0.03,13.594,0.031,13.323,0.029,AAA,222,111,000,0,0
53.217757,31.513544,VizieR,53.217757,31.513544,03325226+3130487,16.137,0.102,15.735,0.161,15.45,0.147,ACB,222,111,000,0,0
53.243726,31.496267,VizieR,53.243726,31.496267,03325849+3129465,15.533,0.058,14.808,0.063,14.51,0.066,AAA,222,111,000,0,0
53.262614,31.476913,VizieR,53.262614,31.476913,03330302+3128368,13.65,0.023,12.762,0.024,12.498,0.023,AAA,222,111,000,0,0
53.259413,31.489246,VizieR,53.259413,31.489246,03330225+3129212,16.609,0.143,15.846,0.166,15.804,0.21,BCC,222,111,000,0,0
53.261438,31.502815,VizieR,53.261438,31.502815,03330274+3130101,16.835,0.176,16.118,0.237,15.935,0.269,CDD,222,111,000,0,0
53.284583,31.509415,VizieR,53.284583,31.509415,03330829+3130338,14.544,0.031,14.023,0.034,13.81,0.039,AAA,222,111,000,0,0
53.284705,31.528154,VizieR,53.284705,31.528154,03330832+3131413,16.732,0.156,15.556,0.125,15.299,0.138,CBB,222,111,000,0,0
53.234899,31.530439,VizieR,53.234899,31.530439,03325637+3131495,12.126,0.022,11.503,0.023,11.282,0.018,AAA,222,111,000,0,0
53.236713,31.501936,VizieR,53.236713,31.501936,03325681+3130069,15.909,0.076,15.277,0.107,14.936,0.092,AAA,222,111,000,0,0
53.233422,31.511164,VizieR,53.233422,31.511164,03325602+3130401,15.327,0.044,14.428,0.05,13.984,0.044,AAA,222,111,000,0,0
53.2408,31.505589,VizieR,53.2408,31.505589,03325779+3130201,16.503,0.124,15.556,0.116,15.781,0.214,BBC,222,111,000,0,0
53.266133,31.557053,VizieR,53.266133,31.557053,03330387+3133253,16.424,0.119,15.738,0.149,15.742,0.198,BBC,222,111,000,0,0
53.270486,31.542105,VizieR,53.270486,31.542105,03330491+3132315,15.791,0.067,15.139,0.089,14.869,0.098,AAA,222,111,000,0,0
53.257706,31.524687,VizieR,53.257706,31.524687,03330184+3131288,11.763,0.021,11.235,0.023,11.009,0.02,AAA,222,111,000,0,0
53.264778,31.552557,VizieR,53.264778,31.552557,03330354+3133092,15.405,0.055,14.751,0.066,14.499,0.069,AAA,222,111,000,0,0
53.261624,31.560865,VizieR,53.261624,31.560865,03330278+3133391,16.75,0.162,15.936,0.17,15.664,0.184,CCC,222,111,000,0,0
52.926013,31.23756,VizieR,52.926013,31.23756,03314224+3114152,16.568,0.139,15.934,,15.985,0.245,BUD,202,101,000,0,0
52.918916,31.239939,VizieR,52.918916,31.239939,03314053+3114237,16.854,0.185,15.927,0.207,16.011,0.26,CCD,222,111,000,0,0
52.908874,31.226994,VizieR,52.908874,31.226994,03313812+3113371,14.356,0.032,13.719,0.034,13.449,0.033,AAA,222,111,000,0,0
52.926697,31.244749,VizieR,52.926697,31.244749,03314240+3114410,16.316,0.113,15.539,0.129,15.627,0.188,BBC,222,111,000,0,0
52.932199,31.247791,VizieR,52.932199,31.247791,03314372+3114520,15.261,0.048,14.719,0.066,14.727,0.083,AAA,222,111,000,0,0
52.927689,31.265821,VizieR,52.927689,31.265821,03314264+3115569,15.417,0.053,14.798,0.078,14.726,0.082,AAA,222,111,000,0,0
52.929032,31.270617,VizieR,52.929032,31.270617,03314296+3116142,15.967,0.086,15.522,0.137,15.08,0.111,ABB,222,111,000,0,0
52.915594,31.260965,VizieR,52.915594,31.260965,03313974+3115394,13.776,0.025,13.271,0.027,13.158,0.033,AAA,222,111,000,0,0
52.892393,31.272909,VizieR,52.892393,31.272909,03313417+3116224,14.682,0.036,13.948,0.036,13.791,0.04,AAA,222,111,000,0,0
52.901469,31.277658,VizieR,52.901469,31.277658,03313635+3116395,13.326,0.024,12.773,0.022,12.563,0.024,AAA,222,111,000,0,0
52.922934,31.28517,VizieR,52.922934,31.28517,03314150+3117066,15.581,0.061,15.062,0.094,14.668,0.074,AAA,222,111,000,0,0
52.946818,31.281942,VizieR,52.946818,31.281942,03314723+3116549,16.257,0.107,15.428,0.121,15.112,0.116,BBB,222,111,000,0,0
52.950347,31.272032,VizieR,52.950347,31.272032,03314808+3116193,14.875,0.038,14.299,0.044,14.147,0.051,AAA,222,111,000,0,0
52.953248,31.275099,VizieR,52.953248,31.275099,03314877+3116303,16.086,0.092,15.313,0.113,15.404,0.141,ABB,222,111,000,0,0
52.954153,31.269955,VizieR,52.954153,31.269955,03314899+3116118,15.622,0.06,14.81,0.064,14.705,0.079,AAA,222,111,000,0,0
52.98448,31.291571,VizieR,52.98448,31.291571,03315627+3117296,16.129,0.09,15.408,0.117,15.312,0.135,ABB,222,111,000,0,0
52.988836,31.299494,VizieR,52.988836,31.299494,03315732+3117581,16.439,0.123,15.696,0.158,15.73,0.199,BCC,222,111,000,0,0
52.964908,31.3029,VizieR,52.964908,31.3029,03315157+3118104,15.16,0.047,14.65,0.059,14.482,0.063,AAA,222,111,000,0,0
52.924656,31.30765,VizieR,52.924656,31.30765,03314191+3118275,16.252,0.105,15.563,0.139,15.494,0.166,BBC,222,111,000,0,0
52.946019,31.300541,VizieR,52.946019,31.300541,03314704+3118019,14.804,0.037,13.991,0.037,13.699,0.038,AAA,222,111,000,0,0
52.967478,31.328121,VizieR,52.967478,31.328121,03315219+3119412,15.835,0.077,15.281,0.1,14.764,0.08,AAA,222,111,000,0,0
52.865633,31.276281,VizieR,52.865633,31.276281,03312775+3116346,16.25,0.108,15.458,0.134,14.902,0.1,BBA,222,211,c00,0,0
52.866498,31.277449,VizieR,52.866498,31.277449,03312795+3116388,15.683,0.072,15.004,0.079,14.878,0.103,AAA,222,211,c00,0,0
52.852603,31.286358,VizieR,52.852603,31.286358,03312462+3117108,15.306,0.051,14.786,0.067,14.7,0.079,AAA,222,111,000,0,0
52.855806,31.268843,VizieR,52.855806,31.268843,03312539+3116078,15.23,0.054,14.65,0.067,14.428,0.058,AAA,222,111,000,0,0
52.87435,31.274723,VizieR,52.87435,31.274723,03312984+3116290,16.011,0.091,16.029,0.217,15.612,0.189,ACC,222,111,000,0,0
52.885996,31.294115,VizieR,52.885996,31.294115,03313263+3117388,11.803,0.022,11.472,0.021,11.282,0.02,AAA,222,111,000,0,0
52.84084,31.299208,VizieR,52.84084,31.299208,03312180+3117571,15.869,0.075,15.162,0.093,15.021,0.111,AAB,222,111,000,0,0
52.829909,31.293789,VizieR,52.829909,31.293789,03311917+3117376,15.817,0.077,15.215,0.104,14.791,0.087,AAA,222,111,000,0,0
52.825782,31.300865,VizieR,52.825782,31.300865,03311818+3118031,12.237,0.023,11.698,0.021,11.539,0.02,AAA,222,111,000,0,0
52.857822,31.305037,VizieR,52.857822,31.305037,03312587+3118181,16.624,0.154,16.091,0.252,15.53,0.164,BDC,222,111,000,0,0
52.865927,31.30991,VizieR,52.865927,31.30991,03312782+3118356,15.258,0.051,14.796,0.082,14.438,0.062,AAA,222,111,000,0,0
52.848443,31.325142,VizieR,52.848443,31.325142,03312362+3119305,11.921,0.022,11.522,0.021,11.407,0.02,AAA,222,111,000,0,0
52.87127,31.320467,VizieR,52.87127,31.320467,03312910+3119136,14.524,0.032,14.17,0.041,13.953,0.046,AAA,222,111,000,0,0
52.86889,31.319761,VizieR,52.86889,31.319761,03312853+3119111,16.385,0.126,15.407,0.121,15.433,0.152,BBB,222,111,000,0,0
52.876609,31.319183,VizieR,52.876609,31.319183,03313038+3119090,15.856,0.083,15.264,0.107,15.46,0.163,AAC,222,111,000,0,0
52.881502,31.317108,VizieR,52.881502,31.317108,03313156+3119015,15.205,0.047,14.333,0.052,14.214,0.05,AAA,222,111,000,0,0
52.900895,31.328299,VizieR,52.900895,31.328299,03313621+3119418,13.745,0.025,13.115,0.027,12.941,0.028,AAA,222,111,000,0,0
52.902802,31.330566,VizieR,52.902802,31.330566,03313667+3119500,15.077,0.044,14.135,0.044,13.944,0.044,AAA,222,111,000,0,0
52.913436,31.325312,VizieR,52.913436,31.325312,03313922+3119311,14.799,0.037,14.134,0.039,13.967,0.043,AAA,222,111,000,0,0
52.925603,31.352472,VizieR,52.925603,31.352472,03314214+3121088,16.554,0.134,15.846,0.183,15.814,0.211,BCC,222,111,000,0,0
52.935272,31.359325,VizieR,52.935272,31.359325,03314446+3121335,15.818,0.07,15.248,0.112,14.892,0.102,ABA,222,111,000,0,0
52.939903,31.330954,VizieR,52.939903,31.330954,03314557+3119514,16.013,0.087,15.213,0.1,15.048,0.108,AAA,222,111,000,0,0
52.89367,31.340019,VizieR,52.89367,31.340019,03313448+3120240,15.753,0.068,15.087,0.089,15.148,0.122,AAB,222,111,000,0,0
52.896836,31.370857,VizieR,52.896836,31.370857,03313524+3122150,14.478,0.031,13.718,0.036,13.415,0.035,AAA,222,111,000,0,0
52.911054,31.359526,VizieR,52.911054,31.359526,03313865+3121342,14.283,0.03,13.796,0.037,13.693,0.044,AAA,222,111,000,0,0
52.906696,31.374163,VizieR,52.906696,31.374163,03313760+3122269,16.719,0.167,16.174,0.242,15.611,0.181,CDC,222,111,000,0,0
52.918461,31.375134,VizieR,52.918461,31.375134,03314043+3122304,16.311,0.111,15.379,0.126,15.026,0.106,BBA,222,111,000,0,0
53.000927,31.307098,VizieR,53.000927,31.307098,03320022+3118255,15.876,0.076,14.877,0.07,14.47,0.064,AAA,222,111,000,0,0
52.992332,31.324816,VizieR,52.992332,31.324816,03315815+3119293,15.673,0.065,14.676,0.06,14.575,0.071,AAA,222,111,000,0,0
53.008908,31.318657,VizieR,53.008908,31.318657,03320213+3119071,16.231,0.102,15.189,0.084,14.873,0.091,AAA,222,111,000,0,0
53.004102,31.320959,VizieR,53.004102,31.320959,03320098+3119154,14.036,0.026,13.12,0.025,12.909,0.024,AAA,222,111,000,0,0
53.00482,31.31665,VizieR,53.00482,31.31665,03320115+3118599,16.433,0.127,15.512,0.157,14.689,0.093,BCA,222,111,000,0,0
53.006927,31.31444,VizieR,53.006927,31.31444,03320166+3118519,14.786,0.035,13.758,0.032,13.386,0.034,AAA,222,111,000,0,0
53.014959,31.319494,VizieR,53.014959,31.319494,03320359+3119101,16.06,0.09,15.067,0.088,14.943,0.102,AAA,222,111,000,0,0
52.98129,31.346954,VizieR,52.98129,31.346954,03315550+3120490,16.79,0.173,15.473,0.125,15.163,0.118,CBB,222,111,000,0,0
53.004048,31.363043,VizieR,53.004048,31.363043,03320097+3121469,14.061,0.027,13.358,0.025,13.209,0.028,AAA,222,111,000,0,0
53.000569,31.378832,VizieR,53.000569,31.378832,03320013+3122437,16.329,0.108,15.224,0.107,15.061,0.108,BAA,222,111,sss,0,0
53.035762,31.362856,VizieR,53.035762,31.362856,03320858+3121462,17.018,,15.864,0.179,14.916,0.094,UCA,22,11,000,0,0
53.045708,31.360487,VizieR,53.045708,31.360487,03321096+3121377,17.013,0.205,15.634,0.148,14.991,0.111,CBB,222,111,000,0,0
53.079692,31.389603,VizieR,53.079692,31.389603,03321912+3123225,14.284,0.03,13.277,0.025,12.914,0.024,AAA,222,111,000,0,0
53.075219,31.38438,VizieR,53.075219,31.38438,03321805+3123037,16.488,0.124,15.578,0.14,15.144,0.12,BBB,222,111,000,0,0
53.073025,31.397791,VizieR,53.073025,31.397791,03321752+3123520,16.784,,15.155,0.093,14.337,0.057,UAA,22,11,000,0,0
53.008038,31.386574,VizieR,53.008038,31.386574,03320192+3123116,16.419,0.117,15.37,0.106,14.817,0.086,BBA,222,111,000,0,0
53.000788,31.388058,VizieR,53.000788,31.388058,03320018+3123170,17.015,0.208,16.192,0.241,15.597,0.182,CDC,222,111,000,0,0
53.007361,31.388126,VizieR,53.007361,31.388126,03320176+3123172,15.648,0.071,14.698,0.069,14.261,0.065,AAA,222,111,000,0,0
53.007772,31.391863,VizieR,53.007772,31.391863,03320186+3123307,15.16,0.046,14.246,0.047,13.871,0.039,AAA,222,111,000,0,0
53.011298,31.38756,VizieR,53.011298,31.38756,03320271+3123152,14.63,0.034,13.785,0.034,13.477,0.033,AAA,222,111,000,0,0
53.030943,31.39629,VizieR,53.030943,31.39629,03320742+3123466,17.23,0.259,15.858,,15.493,0.158,DUC,202,101,000,0,0
53.038701,31.401684,VizieR,53.038701,31.401684,03320928+3124060,17.008,0.2,15.718,0.15,14.794,0.083,CBA,222,111,000,0,0
53.053598,31.412979,VizieR,53.053598,31.412979,03321286+3124467,13.97,0.025,12.688,0.019,12.208,0.02,AAA,222,111,000,0,0
53.030528,31.413437,VizieR,53.030528,31.413437,03320732+3124483,13.667,0.024,12.791,0.019,12.422,0.023,AAA,222,111,000,0,0
52.972772,31.405783,VizieR,52.972772,31.405783,03315346+3124208,16.469,0.129,15.457,0.122,15.101,0.108,BBA,222,111,000,0,0
52.970022,31.403402,VizieR,52.970022,31.403402,03315280+3124122,15.994,0.084,14.982,0.08,14.661,0.07,AAA,222,111,000,0,0
52.9292,31.379484,VizieR,52.9292,31.379484,03314300+3122461,16.496,0.132,15.461,0.123,14.934,0.097,BBA,222,111,000,0,0
52.936302,31.386669,VizieR,52.936302,31.386669,03314471+3123120,14.892,0.041,14.153,0.04,14.042,0.048,AAA,222,111,000,0,0
52.942209,31.399891,VizieR,52.942209,31.399891,03314613+3123596,16.414,0.122,16.079,0.234,15.725,0.19,BDC,222,111,000,0,0
52.958882,31.403318,VizieR,52.958882,31.403318,03315013+3124119,16.346,0.119,15.719,0.151,15.187,0.122,BBB,222,111,000,0,0
52.986356,31.416534,VizieR,52.986356,31.416534,03315672+3124595,17.089,,15.846,0.173,15.424,0.143,UCB,22,11,000,0,0
53.007922,31.408587,VizieR,53.007922,31.408587,03320190+3124309,15.759,0.074,14.814,0.07,14.711,0.084,AAA,222,111,000,0,0
53.002253,31.416443,VizieR,53.002253,31.416443,03320054+3124591,16.669,0.154,15.439,0.124,15.033,0.105,BBA,222,111,000,0,0
52.956186,31.433903,VizieR,52.956186,31.433903,03314948+3126020,17.201,0.247,15.739,0.151,16.017,0.272,DBD,222,111,c0c,0,0
52.976161,31.450434,VizieR,52.976161,31.450434,03315427+3127015,5.907,0.026,4.721,0.036,4.223,0.036,AEE,111,111,000,0,0
52.998489,31.434427,VizieR,52.998489,31.434427,03315963+3126039,11.08,0.022,10.406,0.023,10.183,0.02,AAA,222,111,000,0,0
52.988498,31.455276,VizieR,52.988498,31.455276,03315723+3127189,16.694,0.155,15.756,0.158,15.47,0.162,CCC,222,111,ccc,0,0
53.008492,31.457443,VizieR,53.008492,31.457443,03320203+3127267,16.028,0.088,15.237,0.096,14.696,0.074,AAA,222,111,000,0,0
53.004195,31.466606,VizieR,53.004195,31.466606,03320100+3127597,13.966,0.027,13.35,0.031,13.14,0.027,AAA,222,111,000,0,0
52.813436,31.311804,VizieR,52.813436,31.311804,03311522+3118424,15.366,0.051,14.555,0.056,14.316,0.061,AAA,222,111,000,0,0
52.856357,31.344416,VizieR,52.856357,31.344416,03312552+3120398,14.119,0.029,13.669,0.034,13.556,0.036,AAA,222,111,000,0,0
52.843647,31.359407,VizieR,52.843647,31.359407,03312247+3121338,16.489,0.147,15.953,0.199,16.016,0.259,BCD,222,111,000,0,0
52.843467,31.362764,VizieR,52.843467,31.362764,03312243+3121459,16.332,0.125,15.721,0.165,15.681,0.202,BCC,222,111,000,0,0
52.839004,31.351074,VizieR,52.839004,31.351074,03312136+3121038,13.187,0.023,12.423,0.023,12.296,0.023,AAA,222,111,000,0,0
52.805619,31.341908,VizieR,52.805619,31.341908,03311334+3120308,14.996,0.046,14.61,0.066,14.414,0.07,AAA,222,111,000,0,0
52.809137,31.333876,VizieR,52.809137,31.333876,03311419+3120019,16.267,0.116,15.54,0.144,15.311,0.141,BBB,222,111,000,0,0
52.801192,31.348621,VizieR,52.801192,31.348621,03311228+3120550,16.448,0.135,15.455,0.125,15.188,0.127,BBB,222,111,000,0,0
52.808248,31.365091,VizieR,52.808248,31.365091,03311397+3121543,15.48,0.062,15.042,0.092,14.952,0.105,AAA,222,111,000,0,0
52.80239,31.364494,VizieR,52.80239,31.364494,03311257+3121521,16.617,0.151,15.37,,15.227,,BUU,200,100,000,0,0
52.819828,31.368198,VizieR,52.819828,31.368198,03311675+3122055,13.368,0.024,12.75,0.022,12.564,0.023,AAA,222,111,000,0,0
52.825759,31.376303,VizieR,52.825759,31.376303,03311818+3122346,15.663,0.063,14.845,0.077,14.669,0.082,AAA,222,111,000,0,0
52.864833,31.352068,VizieR,52.864833,31.352068,03312755+3121074,15.826,0.079,15.038,0.087,14.636,0.085,AAA,222,111,000,0,0
52.868239,31.361485,VizieR,52.868239,31.361485,03312837+3121413,16.112,0.104,15.46,0.127,15.021,0.102,ABA,222,111,000,0,0
52.870594,31.354179,VizieR,52.870594,31.354179,03312894+3121150,14.732,0.036,14.223,0.049,14.166,0.05,AAA,222,111,000,0,0
52.867004,31.379126,VizieR,52.867004,31.379126,03312808+3122448,14.962,0.041,14.162,0.048,13.91,0.045,AAA,222,111,000,0,0
52.896772,31.389341,VizieR,52.896772,31.389341,03313522+3123216,15.176,0.047,14.366,0.054,14.076,0.05,AAA,222,111,000,0,0
52.877327,31.394735,VizieR,52.877327,31.394735,03313055+3123410,16.04,0.089,15.513,0.131,15.345,0.145,ABB,222,111,000,0,0
52.888166,31.406404,VizieR,52.888166,31.406404,03313315+3124230,15.951,0.086,15.131,0.1,14.691,0.081,AAA,222,111,000,0,0
52.847757,31.372429,VizieR,52.847757,31.372429,03312346+3122207,15.384,0.052,14.808,0.076,14.627,0.079,AAA,222,111,000,0,0
52.827077,31.392143,VizieR,52.827077,31.392143,03311849+3123317,16.101,0.096,15.337,0.113,15.135,0.117,ABB,222,111,000,0,0
52.868323,31.394514,VizieR,52.868323,31.394514,03312839+3123402,14.307,0.029,13.704,0.038,13.598,0.038,AAA,222,111,000,0,0
52.873742,31.402925,VizieR,52.873742,31.402925,03312969+3124105,15.845,0.082,15.104,0.089,15.054,0.1,AAA,222,111,000,0,0
52.77978,31.357822,VizieR,52.77978,31.357822,03310714+3121281,15.961,0.085,15.188,0.105,14.81,0.094,AAA,222,111,000,0,0
52.766083,31.366018,VizieR,52.766083,31.366018,03310385+3121576,16.756,0.172,15.954,0.217,15.837,0.236,CCD,222,111,000,0,0
52.799107,31.372242,VizieR,52.799107,31.372242,03311178+3122200,14.238,0.029,13.644,0.032,13.443,0.03,AAA,222,111,000,0,0
52.785976,31.390839,VizieR,52.785976,31.390839,03310863+3123270,12.627,0.022,12.153,0.022,11.995,0.02,AAA,222,111,000,0,0
52.752686,31.403425,VizieR,52.752686,31.403425,03310064+3124123,14.693,0.035,14.201,0.051,13.904,0.051,AAA,222,111,000,0,0
52.750401,31.403578,VizieR,52.750401,31.403578,03310009+3124128,16.903,0.21,15.622,,15.303,0.136,CUB,202,101,c00,0,0
52.770441,31.421173,VizieR,52.770441,31.421173,03310490+3125162,13.086,0.022,12.567,0.025,12.424,0.02,AAA,222,111,000,0,0
52.78983,31.411739,VizieR,52.78983,31.411739,03310955+3124422,13.834,0.024,13.171,0.027,12.976,0.028,AAA,222,111,000,0,0
52.77803,31.402706,VizieR,52.77803,31.402706,03310672+3124097,15.558,0.062,14.783,0.071,14.472,0.064,AAA,222,111,000,0,0
52.77093,31.396868,VizieR,52.77093,31.396868,03310502+3123487,10.655,0.019,9.95,0.019,9.74,0.018,AAA,222,111,000,0,0
52.769637,31.414761,VizieR,52.769637,31.414761,03310471+3124531,15.583,0.067,14.92,0.084,14.858,0.09,AAA,222,111,000,0,0
52.830906,31.416834,VizieR,52.830906,31.416834,03311941+3125006,15.491,0.058,14.626,0.067,14.243,0.059,AAA,222,111,000,0,0
52.838724,31.404816,VizieR,52.838724,31.404816,03312129+3124173,14.064,0.029,13.535,0.03,13.374,0.033,AAA,222,111,000,0,0
52.817353,31.416037,VizieR,52.817353,31.416037,03311616+3124577,13.274,0.024,12.74,0.025,12.599,0.024,AAA,222,111,000,0,0
52.812038,31.43244,VizieR,52.812038,31.43244,03311488+3125567,13.065,0.023,12.366,0.022,12.191,0.02,AAA,222,111,000,0,0
52.808345,31.429058,VizieR,52.808345,31.429058,03311400+3125446,16.546,0.151,15.737,,16.493,,BUU,200,100,000,0,0
52.801965,31.444147,VizieR,52.801965,31.444147,03311247+3126389,16.445,0.135,15.737,0.158,15.363,0.148,BCB,222,111,000,0,0
52.830687,31.458042,VizieR,52.830687,31.458042,03311936+3127289,16.909,0.199,16.137,0.237,15.964,0.264,CDD,222,111,000,0,0
52.833545,31.46143,VizieR,52.833545,31.46143,03312005+3127411,13.709,0.025,12.935,0.026,12.747,0.026,AAA,222,111,000,0,0
52.908151,31.416426,VizieR,52.908151,31.416426,03313795+3124591,16.192,0.106,15.841,0.181,15.508,0.164,ACC,222,111,000,0,0
52.922052,31.409487,VizieR,52.922052,31.409487,03314129+3124341,15.355,0.055,14.804,0.074,14.656,0.078,AAA,222,111,000,0,0
52.923005,31.41415,VizieR,52.923005,31.41415,03314152+3124509,13.986,0.026,13.18,0.026,12.988,0.025,AAA,222,111,000,0,0
52.920626,31.425585,VizieR,52.920626,31.425585,03314095+3125321,15.156,0.045,14.272,0.048,14.072,0.051,AAA,222,111,000,0,0
52.901596,31.447475,VizieR,52.901596,31.447475,03313638+3126509,14.36,0.029,13.746,0.032,13.549,0.039,AAA,222,111,000,0,0
52.914057,31.459961,VizieR,52.914057,31.459961,03313937+3127358,16.475,0.129,15.625,0.145,15.414,0.143,BBB,222,111,000,0,0
52.95012,31.461823,VizieR,52.95012,31.461823,03314802+3127425,16.512,,15.691,,15.316,0.147,UUB,2,1,00c,0,0
52.945259,31.458578,VizieR,52.945259,31.458578,03314686+3127308,14.525,0.031,13.672,0.032,13.486,0.033,AAA,222,111,000,0,0
52.96079,31.466734,VizieR,52.96079,31.466734,03315058+3128002,16.029,0.091,15.321,0.133,14.598,0.078,ABA,222,111,00c,0,0
52.942468,31.455397,VizieR,52.942468,31.455397,03314619+3127194,16.907,0.187,15.849,0.177,15.507,0.159,CCC,222,111,000,0,0
52.97011,31.484289,VizieR,52.97011,31.484289,03315282+3129034,16.457,0.127,15.799,0.162,15.5,0.157,BCC,222,111,000,0,0
52.933471,31.472399,VizieR,52.933471,31.472399,03314403+3128206,17.191,0.237,16.326,0.271,15.762,0.192,DDC,222,111,000,0,0
52.936483,31.491249,VizieR,52.936483,31.491249,03314475+3129284,16.66,0.163,16.124,0.225,15.611,0.188,CDC,222,111,000,0,0
52.925707,31.467655,VizieR,52.925707,31.467655,03314216+3128035,14.036,0.027,13.381,0.031,13.182,0.029,AAA,222,111,000,0,0
52.927721,31.479435,VizieR,52.927721,31.479435,03314265+3128459,12.39,0.021,11.564,0.019,11.26,0.018,AAA,222,111,000,0,0
52.944879,31.474817,VizieR,52.944879,31.474817,03314677+3128293,15.138,0.047,14.287,0.049,13.88,0.04,AAA,222,111,000,0,0
52.951625,31.483534,VizieR,52.951625,31.483534,03314839+3129007,16.178,0.096,15.296,0.101,15.072,0.112,AAB,222,111,000,0,0
52.945629,31.497639,VizieR,52.945629,31.497639,03314695+3129515,15.448,0.057,14.851,0.075,14.532,0.072,AAA,222,111,000,0,0
52.955919,31.482613,VizieR,52.955919,31.482613,03314942+3128574,15.785,0.069,15.06,0.083,14.911,0.089,AAA,222,111,000,0,0
52.953071,31.509447,VizieR,52.953071,31.509447,03314873+3130340,16.783,0.163,15.566,0.128,15.325,0.129,CBB,222,111,000,0,0
52.955473,31.51795,VizieR,52.955473,31.51795,03314931+3131046,16.809,0.159,16.063,0.193,15.994,0.249,CCD,222,111,000,0,0
52.865011,31.440681,VizieR,52.865011,31.440681,03312760+3126264,16.33,0.125,15.882,0.183,15.371,0.141,BCB,222,111,000,0,0
52.856741,31.449696,VizieR,52.856741,31.449696,03312561+3126589,14.931,0.04,14.574,0.062,14.332,0.063,AAA,222,111,000,0,0
52.870134,31.453299,VizieR,52.870134,31.453299,03312883+3127118,16.321,0.124,15.751,0.167,15.22,0.124,BCB,222,111,000,0,0
52.870313,31.449619,VizieR,52.870313,31.449619,03312887+3126586,14.881,0.037,14.309,0.049,14.283,0.055,AAA,222,111,000,0,0
52.876668,31.449745,VizieR,52.876668,31.449745,03313040+3126590,16.501,0.133,15.902,0.177,15.59,0.184,BCC,222,111,000,0,0
52.88826,31.494934,VizieR,52.88826,31.494934,03313318+3129417,15.074,0.045,14.59,0.064,14.32,0.059,AAA,222,111,000,0,0
52.884905,31.470888,VizieR,52.884905,31.470888,03313237+3128151,14.547,0.034,13.871,0.04,13.638,0.031,AAA,222,111,000,0,0
52.880608,31.467278,VizieR,52.880608,31.467278,03313134+3128022,16.642,0.152,15.888,0.197,15.756,0.202,CCC,222,111,000,0,0
52.850868,31.469028,VizieR,52.850868,31.469028,03312420+3128085,10.035,0.022,9.374,0.018,9.215,0.017,AAA,222,111,000,0,0
52.856841,31.474827,VizieR,52.856841,31.474827,03312564+3128293,15.176,0.045,14.706,0.065,14.414,0.068,AAA,222,111,000,0,0
52.846774,31.471882,VizieR,52.846774,31.471882,03312322+3128187,15.477,0.058,14.807,0.072,14.698,0.077,AAA,222,111,ccc,0,0
52.847033,31.483578,VizieR,52.847033,31.483578,03312328+3129008,14.803,0.038,13.931,0.04,13.703,0.034,AAA,222,111,000,0,0
52.837057,31.466648,VizieR,52.837057,31.466648,03312089+3127599,14.973,0.042,14.285,0.044,14.098,0.045,AAA,222,111,000,0,0
52.844028,31.459291,VizieR,52.844028,31.459291,03312256+3127334,16.313,0.118,15.802,0.168,15.434,0.156,BCC,222,111,000,0,0
52.843423,31.47258,VizieR,52.843423,31.47258,03312242+3128212,14.214,0.027,13.701,0.031,13.521,0.034,AAA,222,111,000,0,0
52.872405,31.499126,VizieR,52.872405,31.499126,03312937+3129568,13.364,0.022,12.649,0.023,12.401,0.02,AAA,222,111,000,0,0
52.871511,31.512905,VizieR,52.871511,31.512905,03312916+3130464,15.808,0.076,14.979,0.082,14.614,0.076,AAA,222,111,000,0,0
52.867352,31.50164,VizieR,52.867352,31.50164,03312816+3130059,16.667,0.166,15.72,0.163,15.747,0.2,CCC,222,111,000,0,0
52.862195,31.512482,VizieR,52.862195,31.512482,03312692+3130449,15.854,0.077,15.007,0.089,14.829,0.094,AAA,222,111,000,0,0
