_RAJ2000,_DEJ2000,_V,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
51.74074697,30.52195895,VizieR,51.740747,30.521959,0.08,0.683,20121442,2,3,,,,,,,16.94,0.0,15.967,0.0,15.4,0.095
51.70152092,30.50721002,VizieR,51.701521,30.50721,0.87,0.695,20121442,5,46,1.332,0.081,15.266,0.067,16.598,0.046,15.941,0.077,14.688,0.029,14.11,0.027
51.69392705,30.53118503,VizieR,51.693927,30.531185,0.819,0.546,20180027,7,90,1.301,0.088,14.922,0.035,16.223,0.081,15.6,0.066,14.358,0.031,13.87,0.072
51.70155907,30.50717795,VizieR,51.701559,30.507178,0.9,0.848,20180080,2,52,,,,,,,,,,,,
51.70158505,30.50722003,VizieR,51.701585,30.50722,0.937,0.981,20180080,2,53,,,,,,,,,,,,
51.72853589,30.52972996,VizieR,51.728536,30.52973,0.901,0.744,20121442,6,67,1.438,0.073,15.365,0.066,16.802,0.029,16.076,0.083,14.845,0.023,14.326,0.067
51.72860503,30.52968705,VizieR,51.728605,30.529687,0.833,0.913,20180080,2,43,,,,,,,,,,,,
51.78229594,30.54666901,VizieR,51.782296,30.546669,0.933,0.895,20121442,3,13,0.949,0.161,16.541,0.131,17.49,0.093,17.095,0.055,16.262,0.053,15.582,0.0
51.75439,30.54458404,VizieR,51.75439,30.544584,0.644,0.596,20180027,7,99,1.021,0.122,14.58,0.043,15.601,0.114,15.099,0.063,14.217,0.042,13.787,0.08
51.65227604,30.538113,VizieR,51.652276,30.538113,0.342,0.229,20180020,7,138,1.089,0.061,13.154,0.033,14.242,0.051,13.703,0.069,12.753,0.035,12.279,0.062
51.61716604,30.55747902,VizieR,51.617166,30.557479,0.622,0.713,20121442,6,49,1.536,0.182,15.6,0.037,17.136,0.178,16.393,0.081,14.847,0.046,14.002,0.049
51.705194,30.55080104,VizieR,51.705194,30.550801,1.291,1.672,20121442,2,2,,,,,,,,,,,15.131,0.0
51.70538402,30.55156696,VizieR,51.705384,30.551567,1.11,0.706,20121442,6,24,1.154,0.103,15.839,0.089,16.993,0.052,16.456,0.076,15.565,0.089,15.045,0.0
51.70553803,30.55151796,VizieR,51.705538,30.551518,1.203,1.143,20121442,3,10,,,,,,,,,,,15.409,0.0
51.71189809,30.592296,VizieR,51.711898,30.592296,1.259,0.643,20121442,3,7,,,,,,,17.224,0.082,16.01,0.049,15.403,0.0
51.71473694,30.57162297,VizieR,51.714737,30.571623,0.113,0.135,20180020,7,126,1.452,0.089,10.632,0.048,12.084,0.075,11.377,0.065,10.106,0.051,9.509,0.047
51.7336359,30.57993996,VizieR,51.733636,30.57994,0.131,0.157,20180020,7,125,1.522,0.087,11.271,0.031,12.794,0.081,12.044,0.063,10.719,0.054,10.109,0.049
51.70010805,30.60210502,VizieR,51.700108,30.602105,0.27,0.275,20180020,7,124,1.067,0.079,13.159,0.03,14.226,0.073,13.717,0.075,12.76,0.033,12.3,0.046
51.73874402,30.62521195,VizieR,51.738744,30.625212,0.811,1.032,20121442,6,53,1.097,0.2,15.492,0.112,16.588,0.165,16.017,0.098,15.075,0.067,14.73,0.104
51.73150706,30.62026703,VizieR,51.731507,30.620267,0.54,0.529,20180027,7,92,0.952,0.094,14.568,0.054,15.52,0.077,15.043,0.066,14.233,0.037,13.83,0.053
51.63840008,30.60726404,VizieR,51.6384,30.607264,0.533,1.503,20180022,3,11,,,,,,,,,,,,
51.63860607,30.606426,VizieR,51.638606,30.606426,0.281,0.705,20180022,6,11,,,,,,,,,,,11.915,0.056
51.63837004,30.61153305,VizieR,51.63837,30.611533,0.622,1.231,20151441,3,9,,,,,,,,,,,13.591,0.0
51.68919611,30.62970996,VizieR,51.689196,30.62971,0.948,0.716,20121442,6,29,1.53,0.182,15.772,0.021,17.302,0.181,16.544,0.08,15.23,0.029,14.563,0.153
51.68926001,30.62979603,VizieR,51.68926,30.629796,0.977,0.907,20180087,2,17,,,,,,,,,,,,
51.68944597,30.63003004,VizieR,51.689446,30.63003,1.291,1.307,20180087,2,11,,,,,,,,,,,,
51.69062304,30.67432404,VizieR,51.690623,30.674324,0.728,0.793,20121442,6,75,1.08,0.118,15.301,0.07,16.381,0.095,15.873,0.08,14.831,0.025,14.269,0.108
51.85671496,30.53492999,VizieR,51.856715,30.53493,0.351,0.459,20180020,7,99,0.949,0.082,14.237,0.022,15.186,0.079,14.706,0.073,13.909,0.027,13.536,0.073
51.86708403,30.55921602,VizieR,51.867084,30.559216,0.274,0.327,20180020,7,125,0.917,0.089,13.427,0.042,14.344,0.078,13.892,0.073,13.102,0.04,12.726,0.058
51.82107711,30.56994295,VizieR,51.821077,30.569943,0.571,0.614,20180020,7,97,1.125,0.072,14.612,0.055,15.737,0.046,15.181,0.075,14.221,0.058,13.785,0.072
51.87901902,30.58323002,VizieR,51.879019,30.58323,0.822,0.83,20121442,6,46,1.312,0.144,15.452,0.031,16.764,0.141,16.104,0.1,14.966,0.049,14.427,0.059
51.90106392,30.60268497,VizieR,51.901064,30.602685,0.83,0.785,20121442,5,40,1.184,0.11,15.656,0.049,16.84,0.099,16.26,0.059,15.136,0.016,14.537,0.025
51.87918305,30.583444,VizieR,51.879183,30.583444,0.942,1.839,20180080,2,9,,,,,,,,,,,,
51.87175488,30.60262001,VizieR,51.871755,30.60262,0.713,1.323,20121442,5,19,1.089,0.125,15.806,0.083,16.895,0.093,16.326,0.064,15.482,0.033,14.937,0.09
51.87800193,30.62414205,VizieR,51.878002,30.624142,0.847,0.781,20121442,6,30,0.97,0.124,15.838,0.093,16.808,0.082,16.332,0.078,15.462,0.053,15.112,0.036
51.87175298,30.60263896,VizieR,51.871753,30.602639,0.917,1.381,20180086,2,11,,,,,,,,,,,,
51.8719759,30.60272396,VizieR,51.871976,30.602724,1.072,0.697,20180086,2,16,,,,,,,,,,,,
51.87802505,30.62431002,VizieR,51.878025,30.62431,0.934,0.998,20180086,2,13,,,,,,,,,,,,
51.87810802,30.62411594,VizieR,51.878108,30.624116,1.053,1.185,20180086,2,12,,,,,,,,,,,,
51.79309201,30.59855795,VizieR,51.793092,30.598558,0.812,0.721,20121442,6,41,1.122,0.166,15.74,0.04,16.863,0.161,16.332,0.057,15.228,0.018,14.807,0.053
51.79316092,30.59870696,VizieR,51.793161,30.598707,0.748,1.146,20180080,2,18,,,,,,,,,,,,
51.80209208,30.62511206,VizieR,51.802092,30.625112,0.297,0.354,20180020,7,123,1.05,0.07,13.423,0.025,14.473,0.066,13.972,0.064,13.043,0.034,12.636,0.068
51.861485,30.65022004,VizieR,51.861485,30.65022,1.344,1.081,20121442,4,7,1.295,0.0,16.287,0.0,17.582,0.0,16.84,0.0,16.185,0.0,15.552,0.0
51.881984,30.65946805,VizieR,51.881984,30.659468,0.361,0.49,20180020,7,113,1.313,0.059,13.864,0.035,15.177,0.048,14.527,0.068,13.375,0.024,12.837,0.069
51.86138391,30.64964497,VizieR,51.861384,30.649645,1.355,1.03,20180087,2,4,,,,,,,,,,,,
51.95538592,30.62298906,VizieR,51.955386,30.622989,0.6,0.616,20180026,7,87,1.432,0.099,14.829,0.063,16.261,0.075,15.559,0.074,14.206,0.028,13.181,0.066
51.9727819,30.63569605,VizieR,51.972782,30.635696,0.409,0.448,20180027,7,106,1.052,0.075,14.115,0.034,15.167,0.067,14.647,0.07,13.727,0.024,13.285,0.055
51.98859811,30.67047799,VizieR,51.988598,30.670478,0.188,0.146,20180020,7,125,1.649,0.076,11.729,0.027,13.377,0.071,12.553,0.067,11.095,0.025,10.367,0.053
51.86964703,30.68326199,VizieR,51.869647,30.683262,0.75,0.995,20121442,5,25,,,,,,,16.558,0.103,15.645,0.04,15.166,0.107
51.86964011,30.68324304,VizieR,51.86964,30.683243,0.732,1.049,20180080,2,17,,,,,,,,,,,,
51.86970711,30.68329799,VizieR,51.869707,30.683298,0.987,1.032,20180080,2,16,,,,,,,,,,,,
51.95574498,30.72717905,VizieR,51.955745,30.727179,0.555,0.627,20180024,7,91,1.118,0.077,14.721,0.037,15.839,0.067,15.279,0.085,14.292,0.044,13.739,0.06
51.93153501,30.75461602,VizieR,51.931535,30.754616,0.524,0.647,20180027,7,73,1.222,0.112,14.908,0.051,16.129,0.1,15.565,0.066,14.371,0.048,13.906,0.081
51.93155599,30.75459898,VizieR,51.931556,30.754599,0.547,0.646,20180027,3,57,,,,,,,,,,,,
51.77293706,30.64635503,VizieR,51.772937,30.646355,0.739,1.075,20121442,6,22,1.215,0.351,16.119,0.014,17.334,0.351,16.831,0.089,15.487,0.048,14.914,0.092
51.79421496,30.65598702,VizieR,51.794215,30.655987,0.151,0.234,20180020,7,125,1.465,0.076,12.413,0.03,13.878,0.07,13.16,0.067,11.857,0.027,11.224,0.055
51.83994794,30.67912197,VizieR,51.839948,30.679122,0.516,0.531,20180020,7,94,1.397,0.149,14.495,0.06,15.892,0.136,15.262,0.08,13.882,0.024,13.21,0.036
51.72921991,30.68301797,VizieR,51.72922,30.683018,0.38,0.44,20180020,7,108,0.981,0.083,14.024,0.036,15.005,0.074,14.528,0.07,13.67,0.046,13.263,0.062
51.71275496,30.68527806,VizieR,51.712755,30.685278,0.88,0.604,20121442,5,32,0.97,0.058,15.632,0.033,16.602,0.048,16.137,0.105,15.291,0.041,14.855,0.057
51.68907809,30.69656706,VizieR,51.689078,30.696567,0.573,0.631,20180027,7,102,1.052,0.108,14.491,0.045,15.543,0.098,15.014,0.1,14.085,0.035,13.706,0.06
51.71288705,30.68531203,VizieR,51.712887,30.685312,1.024,0.923,20180087,2,41,,,,,,,,,,,,
51.78076506,30.744946,VizieR,51.780765,30.744946,0.364,0.385,20180020,7,117,0.92,0.089,13.709,0.039,14.629,0.08,14.186,0.083,13.38,0.037,12.982,0.062
51.86003399,30.71904898,VizieR,51.860034,30.719049,1.286,1.048,20121442,3,14,0.852,0.015,15.828,0.01,16.681,0.011,16.242,0.093,15.574,0.106,15.322,0.0
51.85979509,30.71930599,VizieR,51.859795,30.719306,1.458,1.035,20180087,2,10,,,,,,,,,,,,
51.87200594,30.72098994,VizieR,51.872006,30.72099,0.144,0.098,20180020,7,125,1.313,0.074,9.577,0.05,10.891,0.055,10.266,0.061,9.128,0.067,8.589,0.051
51.82685304,30.72271097,VizieR,51.826853,30.722711,0.303,0.355,20180020,7,109,2.022,0.077,13.592,0.024,15.614,0.073,14.614,0.07,12.831,0.013,11.909,0.055
51.89701009,30.75395,VizieR,51.89701,30.75395,0.717,0.604,20180025,7,72,0.934,0.107,14.92,0.065,15.853,0.085,15.392,0.074,14.567,0.047,14.211,0.037
51.89703608,30.75394905,VizieR,51.897036,30.753949,0.65,0.665,20180025,3,69,,,,,,,,,,,,
51.81194997,30.73717403,VizieR,51.81195,30.737174,0.979,1.151,20151441,2,6,,,,,,,17.144,0.257,16.093,0.048,15.533,0.047
51.83692288,30.79614496,VizieR,51.836923,30.796145,0.886,0.724,20121442,6,20,1.499,0.0,16.009,0.0,17.508,0.0,16.79,0.087,15.394,0.043,14.345,0.059
51.83719897,30.79608905,VizieR,51.837199,30.796089,0.931,0.985,20180084,2,9,,,,,,,,,,,,
51.79323196,30.79635203,VizieR,51.793232,30.796352,1.118,0.845,20121442,5,28,1.09,0.197,15.927,0.151,17.017,0.127,16.5,0.083,15.517,0.027,15.063,0.074
51.79328299,30.79638696,VizieR,51.793283,30.796387,0.72,1.028,20180080,2,14,,,,,,,,,,,,
51.79330301,30.79619598,VizieR,51.793303,30.796196,0.841,1.01,20180080,2,15,,,,,,,,,,,,
51.79347706,30.79652703,VizieR,51.793477,30.796527,0.877,1.426,20180080,2,5,,,,,,,,,,,,
51.79390097,30.79609299,VizieR,51.793901,30.796093,1.772,1.046,20180080,2,4,,,,,,,,,,,,
51.85788989,30.80928195,VizieR,51.85789,30.809282,0.664,0.621,20121442,6,30,1.712,0.0,15.729,0.0,17.441,0.0,16.609,0.063,15.119,0.04,14.239,0.056
51.85801506,30.80932605,VizieR,51.858015,30.809326,1.116,0.768,20180080,2,17,,,,,,,,,,,,
51.57881093,30.68548799,VizieR,51.578811,30.685488,0.559,0.663,20180024,6,53,1.287,0.07,14.765,0.055,16.052,0.043,15.48,0.091,14.204,0.039,13.718,0.07
51.57883692,30.68550396,VizieR,51.578837,30.685504,0.609,0.57,20180024,3,76,,,,,,,,,,,,
51.57613397,30.67682099,VizieR,51.576134,30.676821,0.475,0.492,20180025,7,102,1.106,0.086,14.431,0.028,15.536,0.081,15.0,0.084,14.026,0.036,13.539,0.054
51.40180707,30.693995,VizieR,51.401807,30.693995,0.493,0.543,20180022,7,105,1.804,0.071,14.328,0.022,16.132,0.068,15.304,0.058,13.533,0.023,12.555,0.049
51.44468307,30.74160397,VizieR,51.444683,30.741604,0.209,0.173,20180020,7,140,0.442,0.114,9.641,0.057,10.083,0.099,9.861,0.101,9.565,0.049,9.488,0.045
51.54177499,30.742342,VizieR,51.541775,30.742342,1.005,0.919,20121442,2,6,,,,,,,17.46,0.04,16.049,0.035,15.279,0.101
51.48281503,30.83021998,VizieR,51.482815,30.83022,0.283,0.262,20180020,7,128,1.607,0.085,13.469,0.025,15.075,0.081,14.307,0.067,12.826,0.025,12.088,0.044
51.7200799,30.73866606,VizieR,51.72008,30.738666,1.056,0.886,20121442,6,43,1.413,0.126,15.834,0.006,17.247,0.126,16.501,0.082,15.377,0.03,14.97,0.128
51.75566196,30.77660203,VizieR,51.755662,30.776602,1.07,1.0,20121442,5,32,1.291,0.044,15.46,0.039,16.75,0.02,16.141,0.026,14.976,0.01,14.481,0.02
51.73562908,30.78330004,VizieR,51.735629,30.7833,0.345,0.34,20180020,7,116,0.823,0.085,13.599,0.027,14.422,0.081,14.003,0.081,13.318,0.024,13.023,0.049
51.75565696,30.776564,VizieR,51.755657,30.776564,0.957,1.218,20180086,2,19,,,,,,,,,,,,
51.65766406,30.78226304,VizieR,51.657664,30.782263,1.086,0.855,20121442,5,22,0.84,0.174,16.193,0.099,17.033,0.143,16.703,0.072,15.86,0.069,,
51.66939402,30.78169894,VizieR,51.669394,30.781699,1.21,0.986,20121442,3,9,1.135,0.0,16.328,0.0,17.463,0.0,16.913,0.031,15.833,0.016,,
51.62435603,30.78881204,VizieR,51.624356,30.788812,0.139,0.146,20180020,7,138,1.57,0.082,10.994,0.038,12.564,0.073,11.803,0.07,10.485,0.052,9.863,0.048
51.6235671,30.80201197,VizieR,51.623567,30.802012,0.91,1.028,20121442,4,17,1.037,0.041,15.739,0.041,16.776,0.0,16.184,0.064,15.288,0.041,14.809,0.214
51.62382507,30.80213106,VizieR,51.623825,30.802131,1.063,1.044,20151441,2,22,,,,,16.714,0.0,,,,,,
51.63270593,30.809582,VizieR,51.632706,30.809582,0.599,0.554,20180027,7,109,0.905,0.074,14.564,0.039,15.469,0.063,15.023,0.082,14.224,0.037,13.856,0.041
51.69072008,30.80852902,VizieR,51.69072,30.808529,0.809,0.981,20121442,6,25,0.963,0.11,15.846,0.043,16.809,0.102,16.319,0.089,15.356,0.04,14.886,0.086
51.69081903,30.80846798,VizieR,51.690819,30.808468,0.951,1.076,20180087,2,17,,,,,,,,,,,,
51.73944712,30.819592,VizieR,51.739447,30.819592,0.952,0.765,20151441,5,24,1.103,0.135,16.264,0.0,17.367,0.135,16.659,0.15,15.718,0.055,15.182,0.141
51.75339198,30.82151401,VizieR,51.753392,30.821514,0.337,0.786,20180020,3,108,,,,,,,,,,,,
51.75340009,30.82148898,VizieR,51.7534,30.821489,0.347,1.037,20180020,6,70,0.92,0.107,13.741,0.056,14.661,0.092,14.207,0.09,13.422,0.08,13.038,0.063
51.75340796,30.82152295,VizieR,51.753408,30.821523,0.352,0.938,20180020,3,85,,,,,,,,,,,,
51.73941994,30.81982505,VizieR,51.73942,30.819825,1.392,1.38,20180086,2,7,,,,,,,,,,,,
51.75040293,30.84623504,VizieR,51.750403,30.846235,0.251,0.273,20180027,7,114,1.215,0.067,13.276,0.025,14.492,0.062,13.889,0.076,12.839,0.026,12.339,0.069
51.84064794,30.85196197,VizieR,51.840648,30.851962,0.845,0.885,20121442,4,9,,,,,,,17.043,0.086,16.086,0.06,15.451,0.085
51.75106597,30.86708999,VizieR,51.751066,30.86709,1.042,1.037,20151441,5,24,1.637,0.0,15.735,0.0,17.372,0.0,16.597,0.035,15.345,0.06,14.805,0.064
51.75121403,30.86749494,VizieR,51.751214,30.867495,1.11,1.194,20180086,2,5,,,,,,,,,,,,
51.750453,30.85146201,VizieR,51.750453,30.851462,0.69,0.633,20180087,2,7,,,,,,,,,,,,
51.73561692,30.90352499,VizieR,51.735617,30.903525,0.201,1.069,20151441,3,3,,,,,,,,,,,14.733,0.0
51.76768398,30.94757903,VizieR,51.767684,30.947579,1.026,0.956,20151441,5,28,1.344,0.036,15.841,0.0,17.185,0.036,16.524,0.0,15.313,0.0,14.768,0.198
51.58710098,30.79934001,VizieR,51.587101,30.79934,0.935,0.982,20121442,5,13,0.883,0.138,16.384,0.019,17.266,0.137,16.837,0.13,15.931,0.067,15.622,0.0
51.58710194,30.79975402,VizieR,51.587102,30.799754,0.823,1.488,20180087,2,5,,,,,,,,,,,,
51.60812902,30.82289398,VizieR,51.608129,30.822894,0.653,0.682,20121442,6,69,1.522,0.102,15.3,0.0,16.822,0.102,16.099,0.079,14.65,0.027,13.75,0.058
51.62184,30.83436501,VizieR,51.62184,30.834365,0.515,0.564,20180025,7,93,1.504,0.061,14.665,0.04,16.17,0.046,15.405,0.078,14.121,0.037,13.511,0.067
51.6039269,30.85131204,VizieR,51.603927,30.851312,1.089,0.725,20121442,5,33,0.997,0.195,15.857,0.029,16.854,0.193,16.368,0.096,15.523,0.069,15.135,0.126
51.58648896,30.85505605,VizieR,51.586489,30.855056,0.689,0.691,20180020,7,93,1.498,0.106,14.887,0.051,16.385,0.093,15.66,0.058,14.335,0.023,13.699,0.066
51.58653092,30.85501003,VizieR,51.586531,30.85501,0.632,0.787,20180020,3,51,,,,,,,,,,,,
51.60417891,30.85124505,VizieR,51.604179,30.851245,1.239,0.891,20180080,2,11,,,,,,,,,,,,
51.6053319,30.85115397,VizieR,51.605332,30.851154,1.399,0.076,20180080,2,2,,,,,,,,,,,,
51.5473721,30.89626098,VizieR,51.547372,30.896261,0.265,0.206,20180020,7,136,1.573,0.085,12.705,0.033,14.277,0.078,13.494,0.072,12.123,0.019,11.467,0.052
51.67970991,30.88497996,VizieR,51.67971,30.88498,0.769,0.556,20180024,7,76,1.123,0.065,15.112,0.023,16.235,0.061,15.653,0.078,14.647,0.02,14.204,0.077
51.67976189,30.88496399,VizieR,51.679762,30.884964,0.817,0.752,20180024,3,70,,,,,,,,,,,,
51.67394996,30.90445399,VizieR,51.67395,30.904454,1.473,0.685,20151441,5,18,1.057,0.061,15.721,0.051,16.778,0.033,16.216,0.064,15.273,0.065,14.77,0.027
51.67407489,30.90462804,VizieR,51.674075,30.904628,1.108,1.174,20180087,2,8,,,,,,,,,,,,
51.67426705,30.90436304,VizieR,51.674267,30.904363,1.08,1.243,20180087,2,18,,,,,,,,,,,,
51.65911603,30.93813801,VizieR,51.659116,30.938138,0.651,0.494,20121442,6,93,1.425,0.138,14.749,0.077,16.174,0.115,15.452,0.078,14.235,0.044,13.599,0.068
51.6666131,30.95619404,VizieR,51.666613,30.956194,0.864,0.982,20121442,5,21,1.383,0.0,16.148,0.0,17.531,0.0,16.841,0.096,15.503,0.052,14.831,0.107
51.6089139,30.96712506,VizieR,51.608914,30.967125,0.203,0.169,20180020,7,140,1.984,0.075,11.176,0.028,13.161,0.07,12.184,0.069,10.415,0.053,9.544,0.05
51.65420198,30.98290801,VizieR,51.654202,30.982908,1.055,0.64,20121442,6,21,1.463,0.0,16.201,0.0,17.664,0.0,16.884,0.091,15.542,0.028,14.798,0.101
51.65461707,30.98286104,VizieR,51.654617,30.982861,0.515,1.061,20180085,2,4,,,,,,,,,,,,
52.0330801,30.69597995,VizieR,52.03308,30.69598,0.611,0.695,20121442,6,84,1.256,0.125,15.032,0.026,16.288,0.123,15.657,0.081,14.493,0.042,13.922,0.059
52.044029,30.77390695,VizieR,52.044029,30.773907,0.589,0.533,20180027,7,97,1.515,0.088,14.384,0.04,15.899,0.079,15.185,0.061,13.769,0.026,12.956,0.047
51.98998308,30.80660999,VizieR,51.989983,30.80661,1.109,0.842,20121442,4,11,,,,,,,16.756,0.021,15.626,0.021,15.004,0.137
52.02025795,30.81264806,VizieR,52.020258,30.812648,1.708,0.892,20121442,2,5,,,,,,,17.305,0.072,16.176,0.177,15.623,0.0
52.12373209,30.79733503,VizieR,52.123732,30.797335,0.891,0.59,20121442,6,28,1.404,0.146,15.843,0.076,17.247,0.125,16.605,0.124,15.076,0.094,14.224,0.068
52.1239121,30.79729497,VizieR,52.123912,30.797295,1.141,0.705,20180087,2,12,,,,,,,,,,,,
52.08061194,30.84752297,VizieR,52.080612,30.847523,0.593,0.584,20180024,7,93,1.314,0.122,14.606,0.034,15.92,0.117,15.294,0.082,14.055,0.028,13.541,0.077
52.13203502,30.88666701,VizieR,52.132035,30.886667,0.589,0.505,20121442,6,82,1.434,0.114,14.737,0.021,16.171,0.112,15.506,0.069,14.106,0.015,13.474,0.048
52.10758996,30.89984596,VizieR,52.10759,30.899846,0.434,0.492,20180020,7,99,1.368,0.107,14.25,0.019,15.618,0.106,14.995,0.042,13.661,0.02,13.111,0.064
51.94857907,30.83490801,VizieR,51.948579,30.834908,0.642,0.624,20121442,6,77,1.336,0.147,15.02,0.054,16.356,0.137,15.692,0.074,14.471,0.073,13.837,0.046
51.94856095,30.83486199,VizieR,51.948561,30.834862,0.774,0.762,20180080,2,37,,,,,,,,,,,,
51.97516298,30.83651698,VizieR,51.975163,30.836517,0.696,0.679,20121442,6,69,1.059,0.125,15.292,0.036,16.351,0.12,15.797,0.067,14.838,0.012,14.25,0.017
51.95034289,30.87527001,VizieR,51.950343,30.87527,0.717,1.137,20121442,5,15,,,,,,,16.963,0.052,15.795,0.078,15.237,0.0
51.91617393,30.91978896,VizieR,51.916174,30.919789,0.16,0.153,20180020,7,125,1.176,0.09,12.208,0.029,13.384,0.085,12.82,0.071,11.744,0.026,11.167,0.055
51.96252704,30.936414,VizieR,51.962527,30.936414,0.946,1.078,20121442,6,30,,,,,,,16.894,0.128,15.363,0.048,14.451,0.079
51.97236395,30.96227098,VizieR,51.972364,30.962271,1.397,0.967,20121442,2,5,,,,,,,17.087,0.177,16.063,0.097,15.398,0.0
52.21215606,30.89413404,VizieR,52.212156,30.894134,0.751,0.574,20121442,6,27,,,,,,,16.593,0.065,15.141,0.075,14.337,0.054
52.16117811,30.94949496,VizieR,52.161178,30.949495,0.573,0.575,20121442,6,70,1.634,0.113,14.995,0.059,16.63,0.096,15.841,0.083,14.345,0.075,13.246,0.078
52.12130404,30.95162296,VizieR,52.121304,30.951623,0.183,0.163,20180020,7,125,0.804,0.089,12.28,0.023,13.084,0.086,12.668,0.076,12.042,0.029,11.79,0.068
52.15560007,30.96259105,VizieR,52.1556,30.962591,0.343,0.247,20180020,7,121,0.925,0.079,13.051,0.028,13.977,0.074,13.502,0.068,12.748,0.033,12.483,0.066
52.17890906,31.00069106,VizieR,52.178909,31.000691,1.618,1.017,20151441,2,4,,,,,,,18.304,0.0,15.933,0.0,15.115,0.068
52.3286469,31.00690699,VizieR,52.328647,31.006907,0.82,1.093,20121442,6,20,0.832,0.074,16.171,0.032,17.003,0.066,16.575,0.105,15.756,0.037,15.209,0.138
52.1096859,30.96749401,VizieR,52.109686,30.967494,0.377,0.319,20180020,7,125,0.894,0.093,13.123,0.031,14.017,0.088,13.56,0.082,12.83,0.033,12.577,0.063
52.13744807,31.03771305,VizieR,52.137448,31.037713,0.776,1.105,20121442,6,19,,,,,,,16.853,0.076,15.378,0.03,14.297,0.044
52.12417197,31.11630702,VizieR,52.124172,31.116307,0.555,0.929,20121442,6,49,1.505,0.084,15.131,0.011,16.636,0.083,15.926,0.09,14.474,0.033,13.739,0.075
51.88545895,30.92382801,VizieR,51.885459,30.923828,0.189,0.13,20180020,7,125,0.848,0.079,11.253,0.023,12.101,0.075,11.669,0.07,10.951,0.042,10.754,0.05
51.79688811,30.95681202,VizieR,51.796888,30.956812,0.999,1.128,20151441,5,21,1.156,0.0,16.163,0.0,17.319,0.0,16.823,0.018,15.715,0.061,15.13,0.193
51.79672194,30.95705402,VizieR,51.796722,30.957054,1.287,1.204,20180080,2,7,,,,,,,,,,,,
51.81722999,30.961954,VizieR,51.81723,30.961954,1.338,0.852,20151441,2,9,,,,,,,17.18,0.0,15.891,0.0,15.154,0.0
51.89372897,30.99651206,VizieR,51.893729,30.996512,0.812,0.695,20121442,5,19,1.39,0.03,15.465,0.023,16.856,0.019,16.185,0.097,14.964,0.033,14.336,0.07
51.89376092,30.99645901,VizieR,51.893761,30.996459,0.917,0.75,20180080,2,36,,,,,,,,,,,,
51.9363029,31.01122904,VizieR,51.936303,31.011229,0.773,0.721,20121442,6,45,1.5,0.0,15.452,0.0,16.952,0.0,16.282,0.073,14.977,0.061,14.442,0.04
51.96139598,31.03729498,VizieR,51.961396,31.037295,0.859,0.997,20121442,6,39,1.139,0.086,15.803,0.024,16.943,0.083,16.439,0.09,15.421,0.054,14.885,0.177
51.97060394,31.06447196,VizieR,51.970604,31.064472,0.654,0.499,20121442,2,6,,,,,,,17.306,0.134,16.4,0.0,15.387,0.175
51.90735793,31.01012599,VizieR,51.907358,31.010126,0.687,0.619,20180026,7,84,0.981,0.086,14.871,0.048,15.852,0.071,15.363,0.076,14.455,0.026,13.961,0.044
51.8733089,31.02827799,VizieR,51.873309,31.028278,0.801,0.926,20121442,6,20,1.323,0.0,16.182,0.0,17.505,0.0,16.818,0.014,15.631,0.022,15.017,0.005
51.90692496,31.065552,VizieR,51.906925,31.065552,0.992,0.954,20121442,5,20,,,16.077,0.102,,,16.616,0.0,15.645,0.151,15.204,0.112
51.9070971,31.06538606,VizieR,51.907097,31.065386,1.235,1.098,20121442,4,14,,,,,17.22,0.0,16.617,0.0,,,,
51.90727305,31.06567299,VizieR,51.907273,31.065673,1.563,1.094,20121442,3,8,,,,,17.296,0.0,,,,,,
51.89456892,31.07169402,VizieR,51.894569,31.071694,0.986,0.873,20151441,5,29,,,15.844,0.0,,,16.62,0.146,15.226,0.063,14.464,0.026
51.94467902,31.04395604,VizieR,51.944679,31.043956,0.832,0.282,20151441,2,4,,,,,,,17.281,0.076,16.087,0.0,,
51.74141908,30.98810506,VizieR,51.741419,30.988105,1.41,0.876,20121442,3,9,1.084,0.137,16.312,0.0,17.396,0.137,16.954,0.017,15.92,0.012,15.279,0.154
51.74198699,30.98797297,VizieR,51.741987,30.987973,0.927,1.16,20180086,2,4,,,,,,,,,,,,
51.84186411,31.05969095,VizieR,51.841864,31.059691,0.91,0.913,20121442,6,30,,,,,,,16.417,0.109,14.992,0.028,14.198,0.073
51.90150189,31.10470796,VizieR,51.901502,31.104708,0.756,0.909,20121442,5,23,1.394,0.223,15.8,0.0,17.194,0.223,16.559,0.0,15.366,0.0,,
51.9015851,31.10421097,VizieR,51.901585,31.104211,0.596,1.078,20121442,4,11,,,15.769,0.037,,,16.451,0.067,15.416,0.05,14.771,0.037
51.90155005,31.10456705,VizieR,51.90155,31.104567,0.833,0.922,20180080,2,18,,,,,,,,,,,,
51.91833901,31.14121902,VizieR,51.918339,31.141219,0.823,0.656,20151441,3,7,,,,,,,17.511,0.0,16.035,0.0,15.252,0.015
51.80102396,31.09834194,VizieR,51.801024,31.098342,0.658,0.832,20121442,6,45,1.674,0.0,15.522,0.0,17.196,0.0,16.242,0.07,14.861,0.027,13.755,0.065
