_RAJ2000,_DEJ2000,_V,RAJ2000,DEJ2000,e_RAJ2000,e_DEJ2000,Field,nobs,mobs,B-V,e_B-V,Vmag,e_Vmag,Bmag,e_Bmag,g'mag,e_g'mag,r'mag,e_r'mag,i'mag,e_i'mag
52.67443395,31.83530104,VizieR,52.674434,31.835301,0.732,0.586,20151442,8,57,1.366,0.132,15.045,0.111,16.411,0.072,15.689,0.063,14.478,0.073,13.779,0.068
52.7167449,31.84578001,VizieR,52.716745,31.84578,0.533,0.762,20151441,5,16,1.405,0.0,15.726,0.0,17.132,0.0,16.496,0.121,15.186,0.025,14.563,0.072
52.73112297,31.84709704,VizieR,52.731123,31.847097,0.98,1.18,20151441,3,10,1.589,0.0,16.048,0.0,17.637,0.0,16.748,0.118,15.554,0.06,14.82,0.017
52.81443191,31.90273798,VizieR,52.814432,31.902738,1.375,0.912,20151441,4,16,1.243,0.0,16.065,0.0,17.309,0.0,17.062,0.047,15.627,0.053,15.11,0.196
52.82833099,31.88481104,VizieR,52.828331,31.884811,0.857,0.595,20151442,7,44,1.169,0.084,15.092,0.061,16.26,0.057,15.702,0.086,14.723,0.082,14.3,0.148
52.86676788,31.94083095,VizieR,52.866768,31.940831,0.795,0.788,20151441,6,23,1.503,0.0,15.873,0.0,17.376,0.0,16.674,0.119,14.934,0.074,14.107,0.022
52.7839849,31.88848805,VizieR,52.783985,31.888488,0.687,0.661,20151442,7,51,0.814,0.116,14.916,0.061,15.729,0.098,15.401,0.077,14.632,0.062,14.275,0.034
52.78398991,31.88847101,VizieR,52.78399,31.888471,1.046,0.648,20180087,2,22,,,,,,,,,,,,
52.79542303,31.92092896,VizieR,52.795423,31.920929,0.94,0.907,20151442,6,22,1.425,0.11,15.532,0.11,16.958,0.008,16.3,0.081,14.959,0.034,14.426,0.139
52.80368495,31.93136501,VizieR,52.803685,31.931365,0.66,0.598,20151442,7,50,1.428,0.077,14.631,0.065,16.059,0.042,15.353,0.084,14.051,0.058,13.483,0.097
52.80370998,31.93138695,VizieR,52.80371,31.931387,0.944,0.607,20180087,2,29,,,,,,,,,,,,
52.82919002,31.925318,VizieR,52.82919,31.925318,0.837,0.822,20151442,6,22,1.208,0.196,15.795,0.172,17.003,0.093,16.396,0.139,15.44,0.077,14.869,0.08
52.85058093,31.95559299,VizieR,52.850581,31.955593,1.013,0.701,20151441,5,25,1.59,0.231,15.639,0.186,17.229,0.137,16.341,0.087,14.92,0.05,14.234,0.075
52.85061789,31.95556295,VizieR,52.850618,31.955563,0.979,0.802,20180087,2,9,,,,,,,,,,,,
52.61525702,31.88038099,VizieR,52.615257,31.880381,0.196,1.317,20180084,2,3,,,,,,,,,,,,
52.71601796,31.95744705,VizieR,52.716018,31.957447,0.184,0.135,20151442,7,55,0.969,0.087,12.141,0.077,13.111,0.041,12.651,0.077,11.802,0.07,11.436,0.069
52.78239107,31.964818,VizieR,52.782391,31.964818,0.722,0.682,20151441,3,12,0.819,0.146,16.41,0.067,17.229,0.129,16.857,0.149,15.787,0.104,15.407,0.213
52.76687789,32.00710702,VizieR,52.766878,32.007107,0.593,0.413,20151442,7,55,0.83,0.105,14.599,0.073,15.429,0.075,15.037,0.062,14.348,0.074,14.041,0.073
52.78003311,32.00375903,VizieR,52.780033,32.003759,0.527,0.653,20151442,7,44,1.044,0.127,14.854,0.107,15.898,0.07,15.427,0.089,14.41,0.062,13.995,0.057
53.43993211,31.43214297,VizieR,53.439932,31.432143,0.59,0.795,20121442,3,9,,,,,,,17.29,0.098,15.242,0.056,14.1,0.063
53.41996098,31.41689003,VizieR,53.419961,31.41689,0.674,0.571,20121442,7,23,,,,,,,16.783,0.066,14.238,0.046,12.747,0.048
53.42000794,31.41695797,VizieR,53.420008,31.416958,0.438,0.492,20180087,2,7,,,,,,,,,,,,
53.37340307,31.48725498,VizieR,53.373403,31.487255,0.257,0.302,20180027,6,43,0.988,0.071,13.133,0.063,14.121,0.034,13.655,0.068,12.758,0.059,12.423,0.023
53.44039512,31.55909598,VizieR,53.440395,31.559096,0.348,0.602,20180027,6,33,1.332,0.116,14.184,0.115,15.516,0.015,14.857,0.088,13.605,0.08,13.009,0.033
53.39888597,31.58263397,VizieR,53.398886,31.582634,0.573,0.836,20121558,3,7,,,,,,,16.867,0.16,15.791,0.15,15.193,0.0
53.347224,31.59004498,VizieR,53.347224,31.590045,0.578,0.652,20151442,5,27,1.294,0.106,15.023,0.103,16.317,0.025,15.709,0.085,14.55,0.134,13.929,0.019
53.3338449,31.58274806,VizieR,53.333845,31.582748,0.492,0.478,20180027,6,38,1.446,0.057,14.174,0.039,15.62,0.041,14.91,0.063,13.584,0.059,12.885,0.035
53.43584609,31.57655501,VizieR,53.435846,31.576555,0.533,0.42,20151442,5,35,1.055,0.045,14.337,0.042,15.393,0.016,14.891,0.081,13.927,0.064,13.486,0.049
53.36662292,31.65883398,VizieR,53.366623,31.658834,0.342,0.376,20180027,6,40,0.778,0.072,13.626,0.07,14.405,0.014,14.027,0.064,13.37,0.055,13.12,0.074
53.19994497,31.66249096,VizieR,53.199945,31.662491,0.509,0.485,20180027,6,36,1.706,0.094,13.954,0.064,15.66,0.069,14.838,0.077,13.262,0.054,12.442,0.036
53.28340602,31.70405495,VizieR,53.283406,31.704055,0.652,0.964,20151442,5,21,1.278,0.053,15.47,0.042,16.747,0.032,16.122,0.081,14.957,0.044,14.44,0.016
53.2440269,31.71411002,VizieR,53.244027,31.71411,0.193,0.243,20151442,5,30,1.053,0.074,13.524,0.066,14.577,0.032,14.072,0.067,13.132,0.044,12.67,0.049
53.25328803,31.70559096,VizieR,53.253288,31.705591,0.424,0.449,20151442,5,35,1.178,0.072,14.345,0.039,15.523,0.06,15.002,0.041,13.896,0.06,13.357,0.062
53.358109,31.68719995,VizieR,53.358109,31.6872,0.595,0.686,20151442,5,30,1.074,0.103,15.036,0.063,16.11,0.082,15.581,0.087,14.604,0.021,14.107,0.024
53.34687495,31.70284605,VizieR,53.346875,31.702846,0.68,0.422,20121558,3,11,1.298,0.144,15.792,0.034,17.09,0.14,16.475,0.192,15.29,0.057,14.719,0.051
53.25185704,31.74350595,VizieR,53.251857,31.743506,0.2,0.167,20180027,6,43,0.64,0.046,11.229,0.045,11.869,0.01,11.552,0.058,10.967,0.053,10.79,0.063
53.17916298,31.74572694,VizieR,53.179163,31.745727,1.121,0.418,20121558,2,3,,,,,,,,,15.775,0.0,,
53.18298197,31.78832698,VizieR,53.182982,31.788327,0.267,0.488,20180027,6,41,1.649,0.073,13.666,0.054,15.315,0.049,14.546,0.072,13.007,0.042,12.31,0.028
53.28249192,31.80497098,VizieR,53.282492,31.804971,0.517,0.601,20121558,2,8,0.972,0.108,16.09,0.0,17.062,0.108,16.622,0.126,15.584,0.106,15.073,0.012
53.3103559,31.78872895,VizieR,53.310356,31.788729,0.5,0.932,20121558,3,8,,,,,,,16.552,0.085,15.479,0.069,15.137,0.123
53.31419897,31.82695103,VizieR,53.314199,31.826951,0.571,0.779,20121558,2,7,1.622,0.0,16.039,0.0,17.66,0.0,16.777,0.116,15.743,0.168,15.105,0.0
53.29036808,31.85042298,VizieR,53.290368,31.850423,0.869,0.755,20121558,2,7,0.971,0.135,16.335,0.0,17.306,0.135,17.051,0.171,15.795,0.119,15.276,0.0
53.30067492,31.84684598,VizieR,53.300675,31.846846,0.588,0.46,20151442,5,39,1.053,0.044,14.19,0.035,15.243,0.026,14.73,0.073,13.752,0.048,13.374,0.033
53.23085403,31.851053,VizieR,53.230854,31.851053,0.817,0.935,20121558,2,5,,,,,,,17.24,0.052,15.777,0.131,15.144,0.0
53.20668793,31.85532105,VizieR,53.206688,31.855321,0.45,0.333,20151442,5,35,1.005,0.072,14.386,0.058,15.392,0.042,14.937,0.088,14.014,0.076,13.602,0.015
53.25035095,31.87088597,VizieR,53.250351,31.870886,0.757,0.452,20121558,3,8,,,,,,,16.889,0.048,15.693,0.059,15.056,0.054
53.23554611,31.85984099,VizieR,53.235546,31.859841,0.672,0.384,20151442,5,16,1.677,0.0,15.511,0.0,17.188,0.0,16.333,0.132,14.761,0.055,14.065,0.04
53.2358551,31.85972798,VizieR,53.235855,31.859728,0.957,0.815,20180087,2,8,,,,,,,,,,,,
53.10659003,31.79903603,VizieR,53.10659,31.799036,0.641,0.746,20180027,6,41,1.264,0.154,15.072,0.105,16.335,0.114,15.674,0.054,14.56,0.053,14.011,0.035
53.08734608,31.79975498,VizieR,53.087346,31.799755,0.6,0.754,20121558,2,6,,,,,,,16.869,0.105,15.731,0.054,15.096,0.066
53.03140998,31.80114496,VizieR,53.03141,31.801145,1.011,0.582,20151442,5,41,1.574,0.15,15.105,0.098,16.679,0.113,15.963,0.032,14.51,0.047,13.83,0.017
53.02780509,31.85355699,VizieR,53.027805,31.853557,0.73,1.217,20121558,3,9,,,,,,,16.82,0.181,15.721,0.006,15.312,0.034
53.08928704,31.84931898,VizieR,53.089287,31.849319,0.287,0.272,20151442,5,45,1.268,0.029,12.846,0.025,14.114,0.014,13.517,0.089,12.347,0.029,11.808,0.054
53.19647193,31.85004604,VizieR,53.196472,31.850046,0.74,0.692,20121558,3,12,1.2,0.0,15.413,0.0,16.613,0.0,16.024,0.028,14.974,0.089,14.49,0.071
53.21237302,31.940485,VizieR,53.212373,31.940485,0.388,0.455,20151442,5,33,1.323,0.075,14.505,0.056,15.828,0.049,15.199,0.083,13.907,0.058,13.304,0.052
53.13824201,31.91378498,VizieR,53.138242,31.913785,0.861,0.716,20121558,3,12,0.906,0.019,16.075,0.019,16.981,0.0,16.589,0.125,15.551,0.092,15.06,0.017
53.14116597,31.92625701,VizieR,53.141166,31.926257,1.522,0.712,20121558,3,6,,,,,,,16.936,0.103,16.078,0.053,15.552,0.0
53.14151406,31.92591798,VizieR,53.141514,31.925918,0.178,0.899,20121558,2,3,1.059,0.0,16.532,0.0,17.59,0.0,,,,,,
53.14876103,31.94810605,VizieR,53.148761,31.948106,0.915,0.795,20121558,4,14,0.823,0.087,15.79,0.086,16.613,0.016,16.174,0.116,15.56,0.058,15.283,0.055
53.15061307,31.96589994,VizieR,53.150613,31.9659,0.45,1.243,20121558,2,6,1.125,0.0,16.022,0.0,17.147,0.0,16.691,0.185,15.785,0.043,,
53.04639006,31.88999403,VizieR,53.04639,31.889994,0.5,0.685,20121558,3,9,,,,,,,16.693,0.0,15.445,0.0,14.884,0.0
52.96551299,31.883371,VizieR,52.965513,31.883371,0.174,0.147,20151442,7,55,0.895,0.093,12.369,0.08,13.264,0.048,12.828,0.074,12.068,0.067,11.835,0.065
52.93557191,31.93730903,VizieR,52.935572,31.937309,1.032,1.152,20151441,5,18,1.234,0.05,15.92,0.028,17.154,0.041,16.527,0.073,15.494,0.066,15.022,0.129
53.08030605,31.965855,VizieR,53.080306,31.965855,1.02,0.834,20121558,2,6,,,16.315,0.0,,,16.83,0.118,15.907,0.135,15.53,0.0
53.11445403,31.99755704,VizieR,53.114454,31.997557,1.199,0.751,20151442,4,23,0.767,0.122,15.367,0.092,16.134,0.08,15.8,0.214,15.04,0.098,14.724,0.18
53.11463094,31.99751794,VizieR,53.114631,31.997518,1.361,0.726,20180087,2,20,,,,,,,,,,,,
53.12491488,32.00992799,VizieR,53.124915,32.009928,0.775,0.886,20151442,5,25,1.057,0.095,15.382,0.094,16.439,0.011,15.958,0.064,15.014,0.035,14.706,0.274
52.90433311,31.96452904,VizieR,52.904333,31.964529,1.211,0.23,20151441,3,3,,,,,,,17.179,0.0,,,15.345,0.087
52.90559602,31.96436405,VizieR,52.905596,31.964364,0.952,1.08,20151441,3,5,,,,,,,17.269,0.057,16.133,0.079,,
52.9936471,31.998137,VizieR,52.993647,31.998137,0.927,0.803,20121558,2,6,1.219,0.114,15.81,0.0,17.029,0.114,16.594,0.0,15.515,0.0,14.841,0.055
52.98105597,31.99392104,VizieR,52.981056,31.993921,0.956,1.243,20151441,5,21,1.245,0.117,15.707,0.068,16.952,0.096,16.32,0.113,15.261,0.067,14.809,0.112
52.92964411,32.036919,VizieR,52.929644,32.036919,0.634,1.127,20121558,3,17,1.171,0.0,15.522,0.0,16.692,0.0,16.185,0.0,15.061,0.0,14.725,0.0
52.92959595,32.03707302,VizieR,52.929596,32.037073,0.877,0.872,20151442,4,16,0.999,0.245,15.542,0.084,16.541,0.231,15.983,0.062,15.102,0.077,14.628,0.193
52.92066407,32.06748903,VizieR,52.920664,32.067489,0.676,0.662,20151442,7,55,0.96,0.106,14.372,0.094,15.332,0.049,14.867,0.076,14.02,0.075,13.674,0.083
52.99286103,32.00956404,VizieR,52.992861,32.009564,0.526,1.508,20121558,2,4,1.034,0.0,15.991,0.0,17.025,0.0,,,,,,
53.00776911,32.03555703,VizieR,53.007769,32.035557,0.475,0.414,20151442,5,45,1.065,0.062,13.731,0.044,14.797,0.043,14.311,0.07,13.311,0.051,12.868,0.031
52.95390606,32.06693602,VizieR,52.953906,32.066936,0.497,0.447,20151442,7,55,1.218,0.121,14.107,0.07,15.326,0.099,14.801,0.086,13.559,0.056,13.174,0.065
52.91954589,32.09582901,VizieR,52.919546,32.095829,0.558,0.868,20151441,3,5,,,,,,,16.885,0.124,15.954,0.017,,
52.92019796,32.09656405,VizieR,52.920198,32.096564,1.093,0.731,20151441,2,2,,,,,,,,,,,15.658,0.0
52.95351791,32.098436,VizieR,52.953518,32.098436,0.59,0.503,20151442,7,55,0.972,0.082,14.072,0.073,15.044,0.038,14.545,0.08,13.707,0.068,13.373,0.077
52.82564402,32.06975603,VizieR,52.825644,32.069756,0.458,0.456,20151442,7,53,0.96,0.093,14.228,0.072,15.188,0.059,14.737,0.068,13.874,0.068,13.55,0.088
52.8334589,32.06425595,VizieR,52.833459,32.064256,0.576,0.492,20151442,7,53,1.345,0.116,14.617,0.064,15.963,0.097,15.319,0.076,14.081,0.055,13.607,0.059
52.87884808,32.06086397,VizieR,52.878848,32.060864,0.796,0.565,20151442,7,41,0.972,0.143,15.243,0.111,16.215,0.09,15.74,0.072,14.827,0.057,14.475,0.116
52.87542701,32.09948206,VizieR,52.875427,32.099482,0.37,0.353,20151442,7,55,0.95,0.08,13.939,0.076,14.889,0.025,14.434,0.081,13.574,0.066,13.216,0.057
52.75100398,32.08498204,VizieR,52.751004,32.084982,0.183,0.275,20151442,7,55,1.778,0.095,12.892,0.071,14.671,0.062,13.828,0.078,12.177,0.062,11.382,0.06
52.83941007,32.11850095,VizieR,52.83941,32.118501,0.351,0.399,20151442,7,55,1.576,0.08,13.347,0.07,14.923,0.04,14.184,0.07,12.745,0.062,12.102,0.058
52.85384893,32.12722397,VizieR,52.853849,32.127224,0.357,0.427,20151442,7,52,1.791,0.123,13.851,0.07,15.642,0.102,14.801,0.087,13.153,0.062,12.438,0.064
52.85390306,32.12719905,VizieR,52.853903,32.127199,0.747,0.442,20180087,2,23,,,,,,,,,,,,
52.83190298,32.15094101,VizieR,52.831903,32.150941,0.508,0.934,20151441,3,7,,,,,,,16.974,0.023,15.697,0.086,15.095,0.0
52.92502093,32.13761306,VizieR,52.925021,32.137613,0.766,0.983,20151441,5,21,1.103,0.215,15.727,0.146,16.83,0.158,16.286,0.103,15.336,0.074,14.9,0.092
52.89359689,32.15453899,VizieR,52.893597,32.154539,1.328,1.101,20151441,4,9,1.465,0.216,16.428,0.0,17.893,0.216,17.018,0.087,15.524,0.015,14.38,0.22
51.37390494,30.81856501,VizieR,51.373905,30.818565,0.84,0.818,20151441,3,6,,,,,,,17.199,0.0,15.654,0.0,14.708,0.037
51.42041206,30.81303298,VizieR,51.420412,30.813033,0.783,1.074,20121442,5,20,,,,,,,16.968,0.167,15.602,0.029,14.9,0.095
51.39590812,30.83340001,VizieR,51.395908,30.8334,1.03,0.759,20121442,6,53,1.343,0.274,15.496,0.086,16.839,0.261,16.149,0.137,14.967,0.049,14.346,0.068
51.39601398,30.83334196,VizieR,51.396014,30.833342,0.95,0.811,20180080,2,47,,,,,,,,,,,,
51.39977288,30.84391701,VizieR,51.399773,30.843917,0.273,0.364,20180020,7,124,1.582,0.116,13.645,0.033,15.227,0.111,14.44,0.074,13.024,0.023,12.315,0.054
51.37727094,30.83014202,VizieR,51.377271,30.830142,0.679,0.78,20121442,6,76,1.495,0.064,15.286,0.014,16.781,0.063,16.124,0.068,14.638,0.051,13.859,0.057
51.34075499,30.86276603,VizieR,51.340755,30.862766,0.895,0.893,20121442,6,76,1.165,0.202,15.608,0.023,16.773,0.201,16.215,0.089,15.129,0.027,14.576,0.055
51.340765,30.86281204,VizieR,51.340765,30.862812,0.986,0.933,20180087,2,44,,,,,,,,,,,,
51.40725207,30.91572702,VizieR,51.407252,30.915727,0.185,0.154,20180020,7,140,1.469,0.085,11.408,0.031,12.878,0.079,12.16,0.075,10.856,0.049,10.197,0.052
51.41869402,30.93350697,VizieR,51.418694,30.933507,0.352,0.376,20180020,7,118,1.479,0.057,13.737,0.032,15.216,0.048,14.501,0.083,13.148,0.021,12.461,0.055
51.30578303,30.90028,VizieR,51.305783,30.90028,0.853,0.949,20121442,6,76,1.109,0.174,15.309,0.043,16.418,0.169,15.857,0.095,14.924,0.054,14.485,0.128
51.32473397,30.925421,VizieR,51.324734,30.925421,0.889,0.832,20121442,6,46,1.045,0.164,15.603,0.066,16.648,0.15,16.104,0.082,15.247,0.022,14.751,0.093
51.34630895,30.92912304,VizieR,51.346309,30.929123,0.304,0.327,20180020,7,128,1.081,0.083,13.536,0.041,14.617,0.072,14.09,0.087,13.148,0.024,12.669,0.049
51.32481098,30.92533505,VizieR,51.324811,30.925335,0.844,0.951,20180087,2,26,,,,,,,,,,,,
51.38021302,30.93389797,VizieR,51.380213,30.933898,1.089,1.013,20121442,5,17,0.761,0.025,16.121,0.025,16.882,0.0,16.471,0.12,15.918,0.056,15.509,0.0
51.38848495,30.92902994,VizieR,51.388485,30.92903,1.204,0.993,20121442,3,10,0.91,0.0,16.265,0.0,17.174,0.0,17.353,0.0,15.98,0.0,14.778,0.0
51.38040209,30.93413699,VizieR,51.380402,30.934137,1.615,0.934,20180086,2,4,,,,,,,,,,,,
51.304703,30.93055499,VizieR,51.304703,30.930555,0.97,0.782,20121442,5,12,1.306,0.0,16.378,0.0,17.684,0.0,16.887,0.0,15.828,0.0,15.249,0.0
51.27740002,30.94419003,VizieR,51.2774,30.94419,0.318,0.286,20180020,9,150,0.843,0.116,13.172,0.058,14.016,0.1,13.588,0.083,12.917,0.046,12.618,0.056
51.25167298,30.95932698,VizieR,51.251673,30.959327,0.911,0.924,20121442,7,45,1.603,0.0,15.715,0.0,17.318,0.0,16.454,0.061,15.149,0.066,14.455,0.061
51.29070497,30.98851299,VizieR,51.290705,30.988513,0.401,1.039,20121442,5,9,1.218,0.0,16.07,0.0,17.288,0.0,16.904,0.0,,,15.299,0.0
51.359128,31.00518703,VizieR,51.359128,31.005187,1.645,0.755,20151441,3,5,,,,,,,17.383,0.209,,,15.567,0.0
51.35999703,31.00485694,VizieR,51.359997,31.004857,0.605,0.217,20151441,3,4,,,,,,,,,16.007,0.096,,
51.30247808,30.98933995,VizieR,51.302478,30.98934,0.506,0.487,20180020,8,117,1.627,0.258,14.066,0.14,15.693,0.217,14.936,0.164,13.35,0.103,12.396,0.106
51.52030993,30.88190198,VizieR,51.52031,30.881902,0.742,0.795,20180023,7,96,1.136,0.114,15.039,0.039,16.174,0.107,15.63,0.089,14.617,0.029,14.093,0.07
51.51884699,30.90131402,VizieR,51.518847,30.901314,1.1,0.605,20151441,3,6,1.252,0.0,16.32,0.0,17.571,0.0,16.854,0.0,15.807,0.0,,
51.46989989,30.91381395,VizieR,51.4699,30.913814,0.467,0.931,20121442,6,19,,,,,,,17.099,0.231,15.285,0.079,14.049,0.109
51.52137589,30.96692801,VizieR,51.521376,30.966928,0.926,0.838,20180025,6,34,1.512,0.105,15.281,0.099,16.793,0.036,16.011,0.082,14.728,0.031,14.132,0.084
51.52140307,30.96694195,VizieR,51.521403,30.966942,0.723,0.812,20180025,3,55,,,,,,,,,,,,
51.52141595,30.96696997,VizieR,51.521416,30.96697,0.733,0.939,20180025,3,49,,,,,,,,,,,,
51.52642989,30.973418,VizieR,51.52643,30.973418,0.854,0.851,20121442,6,46,1.253,0.04,15.682,0.029,16.935,0.027,16.296,0.055,15.121,0.028,14.487,0.058
51.52657008,30.97337306,VizieR,51.52657,30.973373,1.21,0.877,20180086,2,19,,,,,,,,,,,,
51.45968008,30.91942894,VizieR,51.45968,30.919429,0.722,1.15,20121442,5,13,,,,,,,16.688,0.064,15.55,0.034,14.923,0.065
51.4543159,30.94558001,VizieR,51.454316,30.94558,0.621,0.623,20180020,7,113,1.306,0.173,14.601,0.031,15.907,0.17,15.273,0.082,14.103,0.032,13.508,0.057
51.45876098,30.93169498,VizieR,51.458761,30.931695,0.135,0.158,20180020,7,128,0.385,0.123,9.173,0.069,9.558,0.102,9.414,0.103,9.135,0.08,9.025,0.042
51.45964408,30.91950798,VizieR,51.459644,30.919508,1.518,1.355,20180085,2,5,,,,,,,,,,,,
51.48206306,30.95137,VizieR,51.482063,30.95137,0.73,0.645,20121442,6,62,1.929,0.206,15.22,0.087,17.149,0.187,16.151,0.088,14.465,0.045,13.399,0.045
51.45359898,30.95709705,VizieR,51.453599,30.957097,0.687,0.581,20121442,6,72,1.486,0.741,14.921,0.468,16.407,0.574,15.732,0.544,14.21,0.413,13.288,0.342
51.43615198,30.95195103,VizieR,51.436152,30.951951,0.409,0.343,20180026,7,108,1.098,0.071,14.153,0.026,15.251,0.066,14.714,0.077,13.681,0.031,13.162,0.055
51.45647407,30.97831595,VizieR,51.456474,30.978316,1.177,0.709,20151441,3,5,,,,,,,17.465,0.0,15.894,0.0,15.038,0.0
51.48617411,30.99849796,VizieR,51.486174,30.998498,0.681,0.675,20121442,6,93,1.225,0.147,15.192,0.04,16.417,0.142,15.799,0.094,14.731,0.04,14.092,0.089
51.66002989,31.02488101,VizieR,51.66003,31.024881,0.98,0.778,20121442,6,51,1.324,0.205,15.745,0.086,17.069,0.186,16.454,0.074,15.194,0.047,14.413,0.062
51.51844001,31.04434395,VizieR,51.51844,31.044344,0.778,0.761,20121442,5,16,1.435,0.0,15.797,0.0,17.232,0.0,16.563,0.073,15.46,0.081,14.783,0.126
51.51844811,31.04418194,VizieR,51.518448,31.044182,0.974,0.682,20180086,2,8,,,,,,,,,,,,
51.53903294,31.07275605,VizieR,51.539033,31.072756,0.427,1.244,20151441,2,5,,,,,,,17.381,0.074,16.344,0.126,15.96,0.0
51.41996193,30.96251202,VizieR,51.419962,30.962512,0.304,0.364,20180020,7,125,1.365,0.101,13.603,0.034,14.969,0.095,14.322,0.071,13.049,0.025,12.448,0.044
51.47498894,31.01500106,VizieR,51.474989,31.015001,0.694,0.638,20180020,7,94,0.972,0.121,14.82,0.024,15.792,0.119,15.342,0.082,14.422,0.026,13.981,0.08
51.37199593,30.99841595,VizieR,51.371996,30.998416,0.393,0.375,20180027,7,109,1.215,0.119,14.085,0.041,15.3,0.111,14.713,0.082,13.594,0.026,13.081,0.059
51.38668609,31.08857906,VizieR,51.386686,31.088579,0.911,0.976,20121442,5,27,1.274,0.0,16.034,0.0,17.308,0.0,16.729,0.019,15.563,0.085,14.818,0.065
51.40803695,31.10821605,VizieR,51.408037,31.108216,0.888,1.181,20151441,2,10,0.893,0.29,16.441,0.103,17.334,0.271,17.02,0.049,15.98,0.006,15.431,0.157
51.52288795,31.07243896,VizieR,51.522888,31.072439,0.612,0.678,20180020,7,85,1.277,0.076,14.511,0.052,15.788,0.055,15.163,0.079,14.007,0.035,13.427,0.068
51.52290511,31.07244599,VizieR,51.522905,31.072446,0.608,0.595,20180020,3,82,,,,,,,,,,,,
51.50735307,31.10697103,VizieR,51.507353,31.106971,1.062,1.115,20121442,6,29,,,,,,,16.909,0.091,15.294,0.076,14.472,0.059
51.49446011,31.092538,VizieR,51.49446,31.092538,0.578,0.715,20180025,7,95,1.193,0.09,14.913,0.049,16.106,0.075,15.524,0.076,14.444,0.034,13.886,0.072
51.50738001,31.10690498,VizieR,51.50738,31.106905,1.116,1.352,20180080,2,22,,,,,,,,,,,,
51.54868293,31.11550999,VizieR,51.548683,31.11551,0.606,0.589,20180024,7,92,1.736,0.111,14.733,0.06,16.469,0.093,15.621,0.096,14.026,0.014,13.257,0.08
51.54171395,31.12161398,VizieR,51.541714,31.121614,0.548,0.628,20180025,7,79,2.181,0.135,14.594,0.053,16.775,0.125,15.705,0.098,13.731,0.027,12.735,0.033
51.46457291,31.11542904,VizieR,51.464573,31.115429,0.2,0.184,20180020,7,140,0.966,0.1,12.367,0.039,13.333,0.092,12.866,0.085,12.006,0.03,11.721,0.063
51.42683196,31.11921203,VizieR,51.426832,31.119212,0.977,0.928,20151441,4,12,,,,,,,16.958,0.088,15.684,0.058,15.093,0.006
51.42691398,31.11913598,VizieR,51.426914,31.119136,1.016,0.739,20180086,2,7,,,,,,,,,,,,
51.44521999,31.14925206,VizieR,51.44522,31.149252,1.129,0.758,20121442,5,20,1.128,0.102,16.289,0.072,17.417,0.072,16.84,0.103,15.853,0.05,15.588,0.0
51.45431495,31.15813804,VizieR,51.454315,31.158138,0.836,0.851,20121442,6,59,1.117,0.139,15.546,0.075,16.663,0.117,16.086,0.054,15.061,0.064,14.58,0.108
51.45435309,31.15811801,VizieR,51.454353,31.158118,0.831,0.858,20180080,2,48,,,,,,,,,,,,
51.454427,31.15810204,VizieR,51.454427,31.158102,1.054,0.946,20180080,2,36,,,,,,,,,,,,
51.49069095,31.16271996,VizieR,51.490691,31.16272,0.562,0.698,20121442,6,52,1.738,0.0,15.611,0.0,17.349,0.0,16.55,0.143,14.812,0.022,13.935,0.081
51.46546102,31.17444301,VizieR,51.465461,31.174443,1.273,0.979,20151441,3,14,0.906,0.0,15.825,0.0,16.731,0.0,16.451,0.0,15.469,0.0,,
51.46563911,31.17462802,VizieR,51.465639,31.174628,1.085,1.121,20180086,2,8,,,,,,,,,,,,
51.2367909,30.96209598,VizieR,51.236791,30.962096,0.293,0.27,20180020,9,148,0.833,0.129,13.253,0.067,14.086,0.11,13.662,0.09,12.972,0.06,12.656,0.062
51.25212693,31.06647801,VizieR,51.252127,31.066478,0.279,0.257,20180020,9,146,1.472,0.109,12.721,0.048,14.193,0.098,13.477,0.086,12.124,0.048,11.395,0.061
51.26032901,31.07789195,VizieR,51.260329,31.077892,0.58,0.814,20121442,4,9,,,,,,,17.047,0.126,15.877,0.026,15.259,0.0
51.20082307,31.08659899,VizieR,51.200823,31.086599,0.37,0.288,20180020,9,154,1.664,0.105,12.841,0.054,14.505,0.091,13.668,0.092,12.199,0.05,11.431,0.063
51.30119705,31.07384801,VizieR,51.301197,31.073848,0.306,0.246,20180020,9,145,0.777,0.12,11.578,0.039,12.355,0.114,11.946,0.072,11.339,0.031,11.112,0.064
51.32674789,31.09396303,VizieR,51.326748,31.093963,0.753,0.786,20121442,4,18,1.509,0.289,15.782,0.081,17.291,0.277,16.576,0.091,15.192,0.034,14.44,0.045
51.32680893,31.09365594,VizieR,51.326809,31.093656,0.785,1.097,20180080,2,22,,,,,,,,,,,,
51.2779901,31.11464202,VizieR,51.27799,31.114642,0.338,0.284,20180020,9,146,1.422,0.19,12.885,0.122,14.307,0.146,13.601,0.142,12.316,0.093,11.66,0.088
51.2517879,31.12760496,VizieR,51.251788,31.127605,0.697,0.719,20121442,8,89,1.278,0.128,15.128,0.037,16.406,0.123,15.742,0.079,14.629,0.059,14.041,0.057
51.32880497,31.18841696,VizieR,51.328805,31.188417,0.822,0.861,20121442,6,45,0.979,0.164,15.694,0.006,16.673,0.164,16.274,0.097,15.32,0.089,14.794,0.172
